date,SPY,IVV,VTI,VOO,QQQ,VEA,EFA,IEFA,VWO,AGG,IJH,IEMG,IWM,IJR,VTV,IWF,IWD,VUG,BND,LQD,XLF,VNQ,VIG,EEM,GLD,VB,BSV,VO,TIP,VEU,IVW,DIA,XLK,VYM,VGT,VCSH,MDY,IWB,VCIT,XLV,IWR,XLE,DVY,USMV,EWJ,VGK,PFF,SCHF,SDY,RSP,XLY,ITOT,IVE,SCHX,HYG,SHV,VBR,EMB,SHY,VV,SCHB,XLI,BIV,VT,MBB,BNDX,IWS,VXUS,FLOT,IWO,IXUS,MINT,SCZ,PYZ,MXI,IYM,IXP,RXI,VCR,RHS,VDC,PXI,PXE,IEO,RYF,IYG,KIE,FBT,PTH,IHI,ITA,VIS,ICF,REZ,RWR,PSJ,IGV,RYU,IDU,VPU
2015-01-08,205.9,207.4,106.15,188.82,103.3,37.39,59.93,54.65,40.3,110.76,144.95,47.41,118.71,56.36,84.67,95.92,104.47,104.54,83.05,120.58,24.45,85.09,81.44,39.4,115.94,116.21,80.17,123.79,112.74,46.38,112.42,178.76,41.38,69.08,104.33,79.78,264.11,114.9,86.87,70.84,41.88,76.97,79.65,41.13,44.98,51.3,39.64,28.48,79.16,79.9,71.72,47.0,93.48,49.19,89.65,110.24,104.8,110.11,84.61,94.58,49.87,56.02,85.44,59.85,109.72,53.39,74.06,47.94,50.58,141.99,52.68,100.99,46.28,52.28,55.65,81.96,60.23,84.74,116.05,106.42,127.32,43.33,26.79,68.38,44.55,89.69,22.05,105.46,55.28,116.3,115.27,105.42,102.0,62.28,95.41,39.12,92.06,79.13,119.65,103.47
2015-01-09,204.25,205.65,105.27,187.23,102.62,37.21,59.64,54.4,40.1,111.03,143.72,47.24,117.57,55.81,83.9,95.19,103.51,103.76,83.19,120.9,24.12,85.13,80.76,39.27,117.26,115.23,80.25,122.9,113.08,46.12,111.61,177.22,41.25,68.55,104.06,79.86,261.88,113.93,87.09,70.21,41.55,76.36,79.03,40.89,44.52,51.0,39.67,28.35,78.37,79.25,70.89,46.59,92.53,48.79,90.1,110.25,103.76,110.04,84.68,93.79,49.47,55.42,85.72,59.45,109.84,53.36,73.49,47.74,50.58,140.98,52.41,101.04,46.16,51.87,55.6,81.51,60.09,84.11,114.81,105.8,126.34,43.01,26.76,68.39,44.03,88.27,21.77,104.99,55.36,115.45,114.51,104.27,102.27,62.43,95.56,38.72,91.17,78.37,118.81,102.73
2015-01-12,202.65,204.09,104.52,185.84,101.55,37.17,59.5,54.31,39.74,111.12,142.84,46.89,117.18,55.62,83.33,94.44,102.79,102.84,83.3,121.13,23.92,85.78,80.18,38.95,118.56,114.69,80.27,121.81,113.05,45.93,110.8,176.24,40.77,68.1,102.74,79.95,260.48,113.05,87.18,70.24,41.22,74.16,78.61,40.71,44.36,50.99,39.64,28.24,78.05,78.46,70.51,46.25,91.76,48.4,89.99,110.27,103.03,109.4,84.73,93.05,49.09,55.04,85.95,59.14,109.83,53.48,73.02,47.55,50.55,140.52,52.13,101.02,45.93,51.63,55.3,81.22,60.26,83.88,114.4,104.97,125.83,41.45,25.69,65.71,43.73,87.29,21.56,106.19,55.49,115.66,113.63,103.48,103.06,63.1,96.32,38.54,90.73,78.51,118.44,102.46
2015-01-13,202.08,203.56,104.28,185.35,101.52,37.35,59.8,54.53,40.02,111.15,142.84,47.27,117.27,55.85,83.0,94.33,102.48,102.75,83.38,121.24,23.84,85.65,79.99,39.29,118.16,114.67,80.35,121.64,112.87,46.18,110.65,175.98,40.74,67.97,102.72,79.92,260.36,112.86,87.23,69.93,41.17,73.57,78.75,40.67,44.72,51.22,39.6,28.39,77.96,78.26,70.51,46.13,91.38,48.29,89.99,110.26,103.04,109.75,84.78,92.84,49.0,54.93,86.12,59.18,109.84,53.53,72.85,47.8,50.56,140.5,52.47,101.08,46.15,51.37,54.82,80.32,60.62,84.02,114.24,105.02,125.78,41.04,25.3,65.22,43.6,86.93,21.54,107.06,55.39,114.92,113.9,103.38,102.84,62.96,96.09,38.11,90.49,78.65,118.92,102.86
2015-01-14,200.86,202.33,103.71,184.26,100.96,37.25,59.63,54.44,39.87,111.42,142.33,47.07,116.8,55.58,82.44,93.91,101.78,102.25,83.57,121.45,23.5,86.39,79.49,39.07,117.97,114.25,80.48,120.97,113.54,46.0,110.19,174.06,40.51,67.66,102.1,79.98,259.29,112.17,87.41,69.82,40.99,73.8,78.88,40.53,44.64,51.16,39.52,28.29,77.64,77.85,69.66,45.89,90.73,48.01,89.78,110.26,102.55,110.58,84.83,92.29,48.72,54.63,86.34,58.91,109.94,53.66,72.66,47.6,50.56,139.96,52.34,101.05,46.2,51.04,53.97,79.29,60.67,83.38,112.94,104.91,125.44,41.3,25.37,65.81,43.2,85.17,21.25,107.24,55.38,114.38,113.56,102.69,103.76,63.59,96.95,38.21,89.98,79.39,119.93,103.82
2015-01-15,199.02,200.43,102.66,182.54,99.65,37.46,60.01,54.74,39.99,111.93,140.74,47.1,114.83,54.7,81.85,92.94,100.92,101.08,83.94,122.08,23.21,86.59,79.15,39.16,120.94,112.52,80.64,119.72,114.44,46.29,109.05,173.06,39.99,67.18,100.54,80.19,256.41,111.1,87.75,69.07,40.58,72.86,78.73,40.47,44.96,51.45,39.53,28.41,77.38,77.13,68.76,45.44,89.95,47.57,89.23,110.27,101.36,110.73,84.96,91.44,48.22,54.37,86.78,58.72,110.08,53.41,72.1,47.94,50.59,136.74,52.54,101.06,46.25,50.71,54.21,79.14,60.64,82.76,111.4,105.23,125.72,40.81,24.94,64.81,42.88,83.73,21.13,105.14,54.19,113.11,113.08,101.96,104.14,63.83,97.17,37.72,88.54,79.8,120.78,104.39
2015-01-16,201.63,203.0,104.02,184.8,100.82,37.87,60.79,55.39,40.39,111.5,142.62,47.43,116.7,55.59,82.92,94.16,102.18,102.32,83.69,121.4,23.49,87.34,80.02,39.49,122.52,114.28,80.58,121.47,113.8,46.8,110.43,174.67,40.38,67.91,101.53,80.1,259.98,112.52,87.53,70.37,41.12,75.23,79.59,40.91,45.36,52.17,39.67,28.76,78.24,78.19,69.67,46.07,91.14,48.19,89.57,110.27,102.78,110.81,84.88,92.58,48.86,54.73,86.35,59.44,109.76,53.72,73.02,48.41,50.57,139.45,53.09,100.99,46.59,51.37,55.16,80.48,61.56,83.76,112.8,106.03,126.66,42.32,25.84,67.28,43.35,84.73,21.42,107.49,55.57,114.32,113.44,102.77,104.87,64.57,98.06,37.78,90.69,80.58,121.84,105.38
2015-01-20,202.06,203.5,104.17,185.26,101.62,38.04,61.0,55.59,40.25,111.69,142.26,47.34,116.21,55.23,82.94,94.53,102.08,102.79,83.6,121.68,23.39,86.65,80.02,39.43,124.2,113.76,80.5,121.24,114.07,46.85,110.79,174.9,40.72,68.13,102.29,80.17,259.49,112.71,87.61,70.37,41.1,75.32,79.77,40.98,45.72,52.53,39.65,28.85,78.03,78.23,69.27,46.11,91.22,48.27,89.41,110.27,102.14,110.79,84.84,92.8,48.93,55.12,86.45,59.55,109.76,53.7,72.81,48.47,50.58,139.29,53.18,101.1,46.67,51.33,55.41,80.44,61.81,83.69,112.02,106.45,127.15,42.41,25.75,67.13,43.07,84.53,21.2,109.24,56.03,113.8,114.02,103.39,104.2,63.95,97.25,38.87,90.93,80.59,122.1,105.55
2015-01-21,203.08,204.5,104.64,186.23,102.14,38.32,61.48,55.97,41.15,111.49,143.25,48.27,115.84,55.14,83.38,94.98,102.69,103.33,83.44,121.63,23.45,86.59,80.31,40.3,124.23,113.99,80.41,122.15,113.6,47.31,111.31,175.35,40.79,68.4,102.48,80.13,261.05,113.29,87.57,70.51,41.39,76.85,80.29,41.05,45.8,52.96,39.71,29.06,78.35,78.77,69.72,46.3,91.72,48.52,89.89,110.26,102.53,110.69,84.84,93.31,49.16,55.57,86.21,59.99,109.71,53.78,73.23,48.93,50.58,138.58,53.61,101.02,46.87,51.57,55.98,81.42,62.28,84.24,112.74,107.15,127.61,43.27,26.31,68.95,43.12,84.93,21.23,107.94,55.67,113.97,114.32,104.17,104.06,63.87,97.17,38.65,90.7,81.38,123.27,106.56
2015-01-22,206.1,207.5,106.23,189.08,104.03,38.46,61.71,56.13,42.02,111.43,145.86,49.14,118.2,56.29,84.61,96.43,104.27,104.94,83.46,121.57,24.03,88.13,81.45,41.07,125.23,116.09,80.39,123.92,113.63,47.65,113.08,177.92,41.46,69.31,104.42,79.98,265.92,115.05,87.35,71.35,42.0,77.21,80.95,41.65,46.0,53.11,39.79,29.18,79.31,79.87,71.03,47.04,93.03,49.24,90.01,110.27,104.55,110.35,84.81,94.69,49.91,56.46,86.05,60.68,109.84,53.71,74.34,49.26,50.57,141.17,53.97,101.05,46.93,52.46,56.44,82.44,62.57,85.24,114.83,108.42,128.99,43.65,26.58,69.27,44.16,87.08,21.69,108.94,56.36,115.99,116.58,105.99,105.94,64.88,98.96,39.25,92.38,81.09,122.79,106.19
2015-01-23,204.97,206.39,105.75,188.04,104.26,38.23,61.36,55.82,41.66,111.71,145.19,48.8,118.12,56.13,83.91,96.15,103.42,104.76,83.73,122.28,23.77,87.88,80.95,40.76,124.23,115.88,80.44,123.37,114.32,47.37,112.78,176.41,41.45,68.74,104.71,80.07,264.56,114.45,87.79,70.94,41.81,76.66,80.59,41.43,45.84,52.81,39.82,29.01,78.63,79.44,70.93,46.78,92.18,48.99,90.01,110.27,104.12,111.65,84.85,94.17,49.69,55.99,86.47,60.23,110.08,54.03,73.93,48.92,50.57,141.61,53.68,101.05,46.55,51.66,55.55,80.92,62.19,85.14,114.64,107.19,127.66,43.62,26.86,69.41,43.85,86.12,21.49,109.51,56.45,115.64,116.82,105.32,105.74,64.68,98.64,39.78,93.12,81.17,123.23,106.56
2015-01-26,205.45,206.94,106.19,188.41,104.14,38.74,62.2,56.59,41.71,111.66,146.89,48.82,119.26,56.63,84.11,96.51,103.84,105.14,83.63,122.25,23.89,88.62,81.18,40.78,122.99,117.03,80.41,124.23,114.13,47.83,113.01,176.5,41.28,68.9,104.4,79.96,267.69,114.86,87.77,71.31,42.18,77.76,80.78,41.52,46.36,53.66,39.93,29.36,78.92,79.83,71.3,46.95,92.48,49.14,90.42,110.26,105.1,110.61,84.8,94.49,49.88,56.06,86.37,60.64,109.84,53.96,74.56,49.44,50.55,143.15,54.21,101.07,47.18,52.16,56.04,81.36,62.38,86.04,115.43,107.28,127.78,44.38,27.4,70.62,44.11,86.51,21.64,111.38,57.29,115.81,116.52,105.66,106.58,65.05,99.45,39.59,93.25,81.26,123.26,106.59
2015-01-27,202.74,204.16,104.95,185.94,101.44,38.77,62.29,56.6,41.49,111.6,145.82,48.63,118.69,56.33,83.01,95.12,102.69,103.87,83.68,122.34,23.63,88.65,80.37,40.56,124.4,116.4,80.45,123.35,114.49,47.81,111.11,173.59,40.09,67.82,101.38,80.02,265.88,113.46,87.86,70.8,41.9,77.71,80.31,41.22,46.44,53.68,39.96,29.41,78.34,79.19,70.73,46.39,91.62,48.54,90.35,110.26,104.43,111.4,84.85,93.3,49.32,55.32,86.47,60.26,109.92,53.91,74.12,49.39,50.6,142.47,54.19,101.07,47.12,51.88,56.02,80.72,62.01,85.54,114.73,106.54,126.3,44.52,27.61,70.94,43.69,85.34,21.49,111.6,57.06,115.18,115.22,104.37,106.55,65.13,99.43,39.05,91.11,81.1,123.39,106.68
2015-01-28,200.14,201.52,103.53,183.49,100.92,38.26,61.36,55.87,41.0,112.07,144.11,48.1,116.69,55.5,81.63,94.3,100.94,102.86,83.98,123.17,23.2,88.06,79.28,40.12,123.42,114.71,80.53,121.83,114.93,47.15,110.15,171.72,40.02,67.14,101.24,80.2,262.64,111.9,88.32,69.78,41.38,74.65,79.46,40.75,46.36,52.64,40.01,28.98,77.37,77.98,69.81,45.77,89.99,47.91,90.16,110.25,102.89,111.51,84.91,92.05,48.66,54.84,86.95,59.5,110.15,54.03,73.14,48.75,50.56,140.23,53.46,101.09,46.7,51.05,55.23,79.2,61.5,84.54,113.25,105.42,124.9,42.97,26.62,68.12,42.89,83.5,21.14,108.94,55.98,114.2,114.97,103.27,105.84,64.93,98.76,39.02,89.95,80.36,122.16,105.64
2015-01-29,201.99,203.45,104.52,185.27,101.89,38.78,62.2,56.64,41.04,111.98,145.18,48.18,118.3,56.15,82.4,95.29,101.7,103.81,83.89,122.88,23.39,88.37,79.72,40.12,120.76,115.92,80.51,122.81,114.8,47.61,111.27,173.9,40.4,67.88,102.23,80.21,264.6,112.91,88.18,70.37,41.67,74.9,80.3,40.96,46.76,53.59,39.98,29.33,78.08,78.7,70.76,46.17,90.77,48.3,90.48,110.28,103.81,111.66,84.88,92.86,49.06,55.47,86.78,60.0,110.1,53.98,73.72,49.22,50.57,142.15,53.99,101.08,47.24,51.56,55.69,79.97,62.02,85.72,114.65,106.17,125.77,43.0,26.87,68.61,43.26,84.47,21.26,110.06,56.56,115.67,116.16,104.44,106.04,64.86,99.01,39.6,91.2,81.25,123.9,107.03
2015-01-30,199.45,200.87,103.1,182.99,101.1,38.15,61.22,55.79,39.94,112.38,143.17,47.02,115.7,54.99,81.03,94.21,100.28,102.8,84.35,123.89,23.01,86.55,78.42,39.02,123.45,114.16,80.71,121.08,115.63,46.85,109.75,171.45,39.9,66.77,100.81,80.37,261.07,111.55,88.7,69.27,41.14,75.55,79.0,40.28,45.96,52.68,39.96,28.93,76.91,77.71,69.99,45.6,89.57,47.74,90.23,110.26,102.28,111.76,84.98,91.6,48.44,54.57,87.29,59.14,110.26,54.06,72.71,48.47,50.57,139.11,53.05,101.08,46.84,51.56,55.33,79.85,61.18,84.51,113.26,104.01,123.44,43.76,27.46,69.71,42.55,83.47,20.94,109.9,55.67,113.56,114.41,102.67,103.83,63.73,96.86,38.75,89.52,79.8,120.86,104.58
2015-02-02,201.92,203.31,104.26,185.09,101.98,38.65,61.96,56.48,40.65,112.2,144.41,47.81,116.76,55.65,82.32,95.16,101.67,103.77,84.08,123.67,23.38,86.32,79.48,39.72,122.42,115.12,80.56,122.3,115.55,47.48,110.75,173.27,40.31,67.68,101.69,80.21,263.06,112.79,88.57,69.66,41.52,77.86,79.8,40.63,46.44,53.29,39.9,29.31,77.67,78.55,70.62,46.1,91.06,48.29,90.21,110.28,103.3,111.49,84.92,92.8,48.99,55.38,87.09,59.93,110.25,54.07,73.45,49.19,50.54,139.99,53.93,101.04,47.36,52.03,56.41,80.57,62.01,85.38,114.18,105.5,125.03,45.04,28.43,72.29,43.19,84.89,21.35,109.14,54.98,114.4,116.09,104.11,103.8,63.59,96.76,38.72,90.5,80.54,121.46,105.12
2015-02-03,204.84,206.2,105.86,187.79,102.96,39.2,62.95,57.34,41.37,111.77,147.01,48.62,118.85,56.64,83.61,96.37,103.3,105.09,83.82,122.67,23.77,87.07,80.76,40.47,121.05,117.28,80.46,124.26,115.02,48.22,112.04,176.33,40.77,68.58,102.95,80.15,267.89,114.45,88.2,70.13,42.17,79.99,80.84,41.08,46.36,54.49,39.9,29.74,78.77,80.16,72.12,46.79,92.74,48.99,90.72,110.29,105.44,112.09,84.85,94.16,49.72,56.28,86.64,60.8,110.01,53.95,74.63,49.95,50.59,142.15,54.76,101.02,47.99,53.19,57.57,82.64,63.21,86.83,116.68,106.35,126.13,46.13,29.41,74.52,43.92,86.65,21.71,107.85,54.72,115.71,118.0,105.82,104.54,63.88,97.56,39.83,92.02,81.18,122.12,105.65
2015-02-04,204.06,205.47,105.49,187.15,102.87,38.92,62.43,56.87,41.09,111.94,146.38,48.41,118.41,56.52,83.29,96.11,102.87,104.73,83.85,122.84,23.71,86.71,80.38,40.27,121.58,116.77,80.5,123.71,115.26,47.83,111.69,176.53,40.85,68.26,103.11,80.19,266.79,114.08,88.2,69.25,41.99,78.67,80.19,40.98,46.6,53.76,39.86,29.5,78.23,79.71,72.6,46.61,92.24,48.78,90.34,110.27,104.91,111.15,84.86,93.79,49.55,55.85,86.71,60.53,110.04,53.9,74.3,49.55,50.62,141.74,54.3,101.05,47.6,53.02,57.11,81.99,62.92,87.21,117.23,106.68,126.25,45.21,28.76,73.1,43.88,86.48,21.75,106.09,53.99,115.3,117.48,105.07,104.04,63.56,97.17,39.82,92.28,80.44,120.52,104.29
2015-02-05,206.12,207.62,106.65,189.05,103.76,39.33,63.29,57.61,41.4,111.71,147.88,48.71,119.94,57.26,84.17,97.14,103.99,105.83,83.67,122.45,23.95,87.75,81.21,40.51,121.79,118.22,80.49,125.23,114.76,48.42,112.97,178.55,41.23,68.97,104.16,80.16,269.57,115.27,88.11,70.42,42.47,79.8,80.79,41.38,47.0,54.51,39.92,29.87,79.03,80.65,73.05,47.11,93.16,49.33,90.87,110.27,106.21,111.74,84.83,94.78,50.08,56.33,86.56,61.25,110.12,53.8,75.24,50.12,50.61,143.74,54.97,101.04,48.4,54.24,58.25,84.02,63.48,87.94,118.07,107.11,126.87,46.02,29.28,74.42,44.36,87.64,21.96,108.55,55.1,116.91,118.41,106.15,105.4,64.29,98.37,40.42,93.65,81.2,121.65,105.27
2015-02-06,205.55,206.95,106.33,188.52,103.13,38.86,62.5,56.88,40.72,111.06,147.34,47.93,119.81,57.21,84.1,96.75,103.69,105.26,83.13,121.17,24.14,85.2,80.98,39.82,118.64,117.9,80.18,124.7,113.86,47.78,112.22,178.09,41.1,68.7,103.74,79.95,268.56,114.95,87.51,69.78,42.25,79.82,79.63,41.02,46.6,53.69,39.78,29.49,78.46,80.31,72.94,46.99,93.22,49.18,90.94,110.27,105.92,111.45,84.63,94.56,49.92,56.2,85.8,60.68,109.69,53.64,74.62,49.44,50.62,143.62,54.18,100.93,47.85,54.19,57.49,83.82,63.21,87.24,117.83,106.93,126.37,46.15,29.46,74.4,44.44,88.83,22.06,107.0,54.43,115.82,119.5,106.03,102.29,62.24,95.51,39.91,93.05,78.6,116.68,101.0
2015-02-09,204.63,206.06,105.8,187.66,102.8,38.68,62.2,56.62,40.67,111.04,146.63,47.85,118.86,56.68,83.73,96.32,103.25,104.82,83.1,121.25,24.02,84.6,80.56,39.76,119.17,117.19,80.16,124.1,113.66,47.65,111.66,177.09,41.04,68.45,103.5,79.94,267.13,114.41,87.5,68.96,42.05,79.9,79.2,40.8,46.16,53.48,39.82,29.37,78.02,80.03,72.66,46.77,92.88,48.97,90.72,110.27,105.39,111.51,84.62,94.14,49.71,56.05,85.67,60.52,109.78,53.61,74.29,49.33,50.65,142.56,54.11,101.04,47.56,53.85,57.61,83.84,62.83,86.66,117.38,106.25,125.46,45.97,29.53,74.3,44.27,88.5,21.99,106.29,54.16,114.09,118.63,105.7,101.76,61.86,94.93,39.88,92.58,78.05,115.62,100.07
2015-02-10,206.81,208.29,106.88,189.66,104.4,39.01,62.77,57.15,40.6,110.92,147.81,47.74,119.62,56.97,84.5,97.51,104.14,106.12,82.95,120.92,24.21,84.87,81.4,39.66,118.47,117.94,80.09,125.47,113.28,47.95,113.14,178.51,41.65,69.16,105.06,79.85,269.37,115.64,87.16,70.12,42.51,79.86,80.03,41.23,46.76,54.01,39.8,29.58,78.47,80.81,73.55,47.25,93.62,49.49,91.03,110.26,105.92,110.7,84.6,95.15,50.21,56.36,85.59,61.03,109.72,53.48,75.0,49.58,50.61,143.95,54.36,101.06,48.12,54.16,57.73,84.04,63.48,87.99,118.84,107.22,126.83,46.0,29.41,74.32,44.6,89.09,22.1,107.84,55.32,115.5,119.3,106.37,102.24,61.93,95.18,40.27,93.52,79.66,117.9,101.99
2015-02-11,206.93,208.39,106.93,189.79,104.78,38.8,62.43,56.83,40.42,110.87,147.75,47.43,119.45,56.92,84.38,97.76,103.96,106.41,82.95,121.0,24.21,84.62,81.43,39.37,117.07,117.88,80.09,125.39,113.07,47.68,113.34,178.7,41.81,69.12,105.5,79.75,269.21,115.68,87.1,70.19,42.49,79.3,79.4,41.25,46.84,53.63,39.9,29.46,78.24,80.73,73.57,47.28,93.48,49.51,91.0,110.27,105.82,110.6,84.61,95.15,50.23,56.38,85.57,60.89,109.73,53.63,74.8,49.34,50.57,144.03,54.07,101.03,47.89,54.16,57.51,83.9,63.15,87.9,118.83,107.42,127.47,45.68,29.18,73.83,44.6,89.0,22.27,107.69,55.57,115.52,119.19,106.37,101.9,61.81,94.9,40.47,93.72,78.18,115.43,99.86
2015-02-12,208.92,210.33,107.96,191.55,106.0,39.4,63.4,57.72,41.36,110.89,149.1,48.39,120.81,57.62,85.16,98.64,105.07,107.46,82.99,121.31,24.45,85.63,81.91,40.21,117.34,119.23,80.14,126.71,112.89,48.47,114.52,179.84,42.38,69.8,107.17,79.91,271.74,116.79,87.41,70.44,42.92,80.34,79.86,41.45,47.16,54.78,39.93,29.9,78.84,81.59,74.44,47.74,94.36,49.96,90.99,110.26,106.87,111.48,84.64,96.07,50.73,56.91,85.67,61.66,109.85,53.71,75.51,50.14,50.56,145.67,54.98,101.07,48.69,55.11,58.69,85.3,63.78,89.08,120.08,108.06,127.89,46.16,29.72,74.86,45.09,90.34,22.43,109.19,55.91,116.31,120.24,107.31,103.1,62.53,96.06,41.11,95.25,77.83,115.01,99.5
2015-02-13,209.78,211.28,108.47,192.39,106.91,39.68,63.82,58.11,41.78,110.76,149.97,48.87,121.53,57.94,85.39,99.26,105.39,108.09,82.8,120.83,24.43,85.06,82.39,40.67,117.98,119.86,80.11,127.37,112.66,48.81,115.03,180.34,42.65,70.01,108.04,79.97,273.5,117.32,87.2,70.72,43.13,82.04,79.57,41.48,47.72,54.96,40.0,30.1,79.16,81.91,74.89,47.96,94.7,50.21,91.12,110.27,107.43,111.75,84.64,96.51,50.97,57.17,85.53,62.05,109.88,53.6,75.61,50.47,50.57,146.77,55.31,101.06,48.96,55.47,59.44,86.13,63.8,89.58,120.89,107.77,127.48,47.28,30.45,76.79,45.0,90.32,22.47,110.21,56.26,117.25,121.07,107.96,102.12,62.12,95.23,41.85,96.57,76.86,113.3,98.07
2015-02-17,210.11,211.66,108.64,192.7,107.01,39.77,63.97,58.24,41.65,110.31,150.06,48.76,121.91,57.99,85.59,99.37,105.6,108.22,82.47,120.27,24.51,84.85,82.5,40.58,116.01,120.07,80.04,127.52,112.09,48.94,115.26,180.57,42.67,70.07,108.09,79.85,273.45,117.49,86.87,71.23,43.18,82.29,79.69,41.5,47.68,55.12,39.87,30.2,79.2,82.12,74.72,48.02,94.87,50.29,91.06,110.28,107.6,111.56,84.6,96.63,51.03,57.25,85.06,62.12,109.57,53.59,75.68,50.63,50.56,147.41,55.46,101.08,49.08,55.56,59.52,86.15,63.83,89.49,120.74,107.84,127.49,47.5,30.57,76.96,45.13,90.71,22.47,111.04,56.52,117.95,120.85,108.03,101.93,62.05,95.07,41.73,96.39,76.78,113.11,97.91
2015-02-18,210.13,211.62,108.7,192.74,107.16,40.04,64.35,58.64,41.69,110.62,150.54,48.78,122.04,58.13,85.47,99.58,105.44,108.46,82.7,120.7,24.36,85.64,82.57,40.57,116.34,120.41,80.16,127.97,112.56,49.14,115.51,180.47,42.71,70.06,108.29,79.96,274.3,117.57,87.24,71.31,43.33,81.31,80.19,41.64,48.52,55.31,39.73,30.34,79.47,82.2,74.68,48.02,94.63,50.31,91.37,110.29,107.8,111.52,84.7,96.69,51.05,57.57,85.44,62.32,109.73,53.52,76.0,50.83,50.57,147.79,55.69,101.11,49.55,55.33,59.87,86.2,63.33,89.85,120.75,108.59,128.15,47.32,30.18,76.08,44.87,89.82,22.35,112.33,57.07,118.78,121.84,108.67,102.96,62.77,95.96,41.81,96.8,78.02,115.84,100.21
2015-02-19,209.98,211.45,108.67,192.61,107.69,40.06,64.43,58.67,41.56,110.53,150.29,48.59,122.05,58.08,85.22,99.77,105.04,108.62,82.63,120.68,24.26,83.8,82.4,40.4,115.94,120.35,80.11,127.94,112.47,49.1,115.63,180.09,42.86,69.86,108.72,79.95,274.01,117.51,87.04,71.43,43.29,80.93,79.93,41.46,48.88,55.23,39.77,30.33,79.08,82.16,74.91,47.98,94.4,50.24,91.16,110.29,107.8,111.19,84.65,96.63,51.05,57.67,85.26,62.24,109.66,53.54,75.71,50.77,50.61,148.23,55.64,101.14,49.59,55.56,59.65,86.56,63.16,90.23,121.14,108.14,127.42,47.44,30.25,76.28,44.64,89.78,22.39,112.95,57.42,118.37,123.38,108.86,100.43,61.42,93.81,41.94,97.12,77.3,114.64,99.25
2015-02-20,211.24,212.74,109.28,193.78,108.41,40.46,65.03,59.29,41.77,110.55,151.38,48.86,122.38,58.17,85.7,100.47,105.67,109.39,82.65,120.86,24.44,84.61,82.84,40.67,115.28,121.01,80.11,128.81,112.48,49.54,116.42,181.14,43.08,70.17,109.41,79.96,275.97,118.25,87.17,72.18,43.59,80.54,80.17,41.73,49.32,55.94,39.84,30.63,79.65,82.61,75.44,48.3,94.86,50.54,91.41,110.28,108.27,111.5,84.64,97.21,51.34,58.16,85.19,62.74,109.52,53.57,76.17,51.15,50.63,148.65,56.11,101.13,50.08,55.88,60.13,86.88,63.67,90.87,121.97,108.58,127.76,47.14,30.07,75.75,44.99,90.66,22.44,114.42,58.44,119.58,124.85,109.9,101.61,62.28,94.79,42.29,98.1,77.4,114.75,99.33
2015-02-23,211.21,212.67,109.27,193.73,108.52,40.3,64.8,59.04,41.37,110.75,151.41,48.48,122.5,58.27,85.6,100.56,105.49,109.45,82.82,121.27,24.38,85.29,82.73,40.26,115.43,120.98,80.15,128.74,112.69,49.29,116.59,180.92,43.11,70.23,109.41,79.94,275.99,118.2,87.38,72.51,43.58,80.21,80.26,41.78,49.04,55.67,39.93,30.49,79.59,82.51,75.37,48.29,94.64,50.54,91.48,110.27,108.27,111.35,84.68,97.15,51.32,57.91,85.44,62.58,109.69,53.65,76.22,50.94,50.63,148.75,55.85,101.12,49.78,55.86,59.77,86.8,63.18,90.84,121.78,108.92,128.13,47.18,30.23,75.74,44.82,90.31,22.29,115.46,58.72,119.95,124.55,109.55,102.39,62.77,95.58,41.97,97.31,77.72,115.43,99.97
2015-02-24,211.81,213.31,109.52,194.3,108.6,40.54,65.2,59.38,41.94,111.24,151.59,49.09,122.66,58.41,86.01,100.67,105.87,109.5,83.16,122.06,24.5,83.61,83.04,40.84,115.26,121.11,80.31,128.85,113.37,49.65,116.72,181.91,43.24,70.48,109.68,80.14,276.34,118.56,87.86,72.42,43.6,80.43,80.36,41.8,49.28,56.05,39.99,30.67,79.82,82.66,75.73,48.43,95.17,50.69,91.57,110.27,108.59,111.87,84.75,97.44,51.46,58.14,85.94,62.8,109.99,53.73,76.26,51.26,50.62,148.94,56.23,101.14,50.02,55.81,60.43,87.19,63.58,91.17,122.22,109.25,128.56,47.29,30.14,75.99,44.9,91.1,22.39,114.17,58.19,119.97,124.8,110.05,100.16,61.43,93.64,42.21,97.43,77.93,116.14,100.59
2015-02-25,211.63,213.15,109.48,194.09,108.33,40.58,65.25,59.37,41.8,111.32,151.41,49.03,122.8,58.4,85.83,100.7,105.75,109.63,83.24,122.17,24.5,83.63,82.98,40.76,115.7,121.21,80.3,129.1,113.56,49.68,116.62,181.96,42.97,70.28,109.12,80.14,276.03,118.47,87.87,72.39,43.62,80.87,79.98,41.81,49.16,56.1,40.05,30.71,79.67,82.65,76.31,48.39,95.04,50.65,91.87,110.27,108.51,112.38,84.75,97.38,51.44,58.02,86.14,62.79,110.04,53.85,76.09,51.37,50.6,149.5,56.29,101.11,50.17,55.64,60.48,86.95,63.79,91.32,123.09,109.0,128.17,47.78,30.63,76.82,44.87,91.3,22.3,116.34,58.75,119.64,123.88,109.96,100.05,61.52,93.66,42.07,97.86,76.9,114.47,99.14
