date,SPY,IVV,VTI,VOO,QQQ,VEA,EFA,IEFA,VWO,AGG,IJH,IEMG,IWM,IJR,VTV,IWF,IWD,VUG,BND,LQD,XLF,VNQ,VIG,EEM,GLD,VB,BSV,VO,TIP,VEU,IVW,DIA,XLK,VYM,VGT,VCSH,MDY,IWB,VCIT,XLV,IWR,XLE,DVY,USMV,EWJ,VGK,PFF,SCHF,SDY,RSP,XLY,ITOT,IVE,SCHX,HYG,SHV,VBR,EMB,SHY,VV,SCHB,XLI,BIV,VT,MBB,BNDX,IWS,VXUS,FLOT,IWO,IXUS,MINT,SCZ,PYZ,MXI,IYM,IXP,RXI,VCR,RHS,VDC,PXI,PXE,IEO,RYF,IYG,KIE,FBT,PTH,IHI,ITA,VIS,ICF,REZ,RWR,PSJ,IGV,RYU,IDU,VPU
2018-03-05,272.19,274.2,139.8,250.2,167.83,44.32,69.79,65.82,47.42,106.4,189.79,58.15,153.71,77.23,106.67,140.71,123.55,146.48,79.32,116.21,28.84,74.22,102.91,48.2,125.18,148.51,78.3,156.87,112.1,54.59,160.6,248.84,68.37,85.3,178.31,78.41,345.37,151.5,84.41,84.4,52.34,67.66,97.15,52.57,60.24,58.46,37.42,33.65,92.5,101.62,104.28,62.26,112.76,65.08,85.75,110.2,131.01,112.0,83.43,125.22,65.75,76.03,81.24,74.91,103.95,54.17,87.72,56.71,50.89,192.5,63.04,101.45,64.91,69.01,69.0,101.46,58.27,113.26,163.11,129.89,139.74,37.32,20.56,61.94,45.48,137.36,31.01,139.25,79.65,183.84,201.18,141.74,91.44,55.95,84.56,71.45,175.21,81.95,125.51,110.02
2018-03-06,272.88,274.95,140.31,250.83,168.54,44.69,70.2,66.28,47.56,106.42,191.81,58.7,155.37,78.16,106.81,141.24,123.83,147.11,79.35,116.31,28.96,74.57,103.23,48.65,126.53,149.9,78.29,158.02,112.07,55.0,161.04,248.84,68.52,85.35,178.91,78.32,349.04,151.98,84.49,84.28,52.69,67.7,97.07,52.64,60.61,58.91,37.51,33.91,92.83,102.07,105.0,62.5,113.03,65.29,85.87,110.21,132.32,112.17,83.41,125.57,65.99,76.37,81.26,75.35,103.92,54.11,88.17,57.14,50.92,194.76,63.54,101.48,65.76,69.99,69.92,102.64,58.44,114.13,164.44,130.17,139.85,37.31,20.56,61.72,45.75,137.86,31.24,139.39,79.49,185.66,200.84,142.58,91.72,56.0,84.82,71.45,175.84,81.33,123.95,108.69
2018-03-07,272.78,274.85,140.43,250.72,168.93,44.64,70.18,66.18,47.55,106.4,192.3,58.74,156.74,78.73,106.64,141.49,123.63,147.36,79.33,116.27,28.91,75.03,103.12,48.7,125.72,150.7,78.3,158.06,112.07,54.93,161.45,248.11,68.9,85.18,180.04,78.33,349.77,151.98,84.52,84.71,52.74,67.19,96.67,52.67,60.1,59.06,37.57,33.86,92.8,101.98,104.29,62.53,112.61,65.29,85.66,110.22,132.78,112.05,83.41,125.53,66.01,76.36,81.25,75.26,103.91,54.2,88.21,57.08,50.92,196.78,63.45,101.48,65.69,69.98,69.7,102.42,58.51,113.39,163.46,128.92,138.7,37.06,20.44,61.4,45.78,137.87,31.28,140.41,80.67,187.48,201.45,142.61,92.26,56.53,85.38,72.14,178.72,80.81,123.2,108.06
2018-03-08,274.1,276.13,140.96,251.89,169.86,44.77,70.33,66.42,47.58,106.57,191.93,58.73,156.42,78.61,106.95,142.23,123.96,148.27,79.42,116.5,29.0,75.17,103.62,48.71,125.42,150.6,78.36,158.55,112.18,55.05,162.37,249.14,69.2,85.6,180.74,78.35,349.13,152.64,84.61,85.28,52.88,67.17,96.72,52.97,60.47,59.14,37.59,33.94,93.03,102.33,104.62,62.78,113.0,65.56,85.76,110.25,132.45,112.06,83.43,126.09,66.27,76.76,81.38,75.55,104.11,54.23,88.33,57.2,50.94,197.08,63.62,101.52,65.97,69.67,69.5,102.4,58.68,113.61,163.95,129.49,139.81,37.12,20.52,61.46,45.8,138.11,31.29,141.62,81.3,188.58,202.23,143.36,92.45,56.7,85.58,72.16,179.98,81.13,124.02,108.81
2018-03-09,278.87,280.82,143.3,256.25,173.16,45.1,70.78,66.8,48.43,106.37,195.08,59.95,158.92,79.81,108.76,144.67,125.98,150.89,79.32,116.09,29.7,75.58,105.36,49.75,125.54,152.88,78.28,161.0,112.01,55.59,165.33,253.56,70.51,86.89,184.31,78.32,354.91,155.2,84.41,86.51,53.68,68.45,97.83,53.59,60.62,59.47,37.56,34.2,94.12,103.92,106.24,63.83,114.83,66.67,86.07,110.25,134.41,112.28,83.39,128.28,67.39,78.45,81.21,76.5,104.0,54.2,89.5,57.74,50.95,200.2,64.18,101.52,66.36,71.1,70.34,104.08,59.01,114.53,166.35,130.2,140.72,37.77,20.85,62.62,46.89,141.25,31.98,143.62,82.56,192.12,205.09,146.44,93.02,57.1,86.03,72.94,182.28,81.07,124.45,109.09
2018-03-12,278.52,280.59,143.22,256.0,174.08,45.17,70.86,66.96,48.6,106.43,195.29,60.08,159.2,80.11,108.41,144.72,125.78,151.11,79.4,116.24,29.6,75.91,105.02,49.87,125.54,153.1,78.3,160.93,112.09,55.67,165.3,251.96,70.73,86.64,184.96,78.32,355.25,155.08,84.47,86.14,53.67,68.43,97.69,53.45,60.68,59.55,37.54,34.24,94.16,103.78,106.59,63.79,114.61,66.65,85.93,110.25,134.57,112.26,83.43,128.12,67.36,77.48,81.31,76.58,104.14,54.24,89.48,57.84,50.94,200.59,64.3,101.52,66.45,71.41,70.57,103.92,59.06,115.33,166.82,130.59,140.57,37.57,20.78,62.36,46.6,141.04,31.76,144.51,82.8,192.24,201.54,145.06,93.39,57.51,86.36,72.94,181.99,81.52,125.04,109.65
2018-03-13,276.72,278.77,142.33,254.31,171.71,44.89,70.39,66.47,48.13,106.57,194.18,59.53,158.46,79.85,107.74,143.68,125.09,150.05,79.42,116.25,29.27,75.98,104.71,49.42,125.78,152.43,78.33,160.18,112.18,55.27,164.08,250.22,69.92,86.2,182.72,78.34,353.32,154.13,84.45,86.25,53.45,67.94,97.36,53.39,60.58,59.04,37.6,34.02,94.01,103.34,105.84,63.38,113.97,66.23,85.66,110.26,134.0,112.08,83.45,127.3,66.92,77.1,81.35,76.05,104.26,54.27,89.17,57.43,50.95,199.45,63.87,101.53,66.23,70.56,70.0,103.34,58.59,114.26,165.75,130.57,140.4,37.3,20.64,62.03,46.21,139.2,31.74,143.43,82.05,191.58,200.98,144.45,93.53,57.35,86.29,72.31,180.07,81.76,125.3,109.9
2018-03-14,275.3,277.34,141.61,252.97,171.68,44.96,70.56,66.66,48.19,106.75,193.21,59.69,157.71,79.47,106.98,143.2,124.24,149.62,79.59,116.51,28.94,76.05,103.77,49.5,125.7,151.59,78.36,159.47,112.37,55.39,163.58,247.88,69.86,85.6,182.76,78.32,351.5,153.34,84.57,85.83,53.24,67.54,96.92,53.16,60.84,59.16,37.62,34.11,93.49,102.72,105.71,63.08,113.12,65.9,85.56,110.25,133.05,112.33,83.44,126.66,66.61,76.26,81.46,75.97,104.36,54.39,88.74,57.58,50.95,198.92,64.02,101.53,66.43,69.21,69.88,101.87,58.48,114.52,165.22,129.4,139.0,37.36,20.68,61.88,45.69,137.53,31.5,143.27,81.73,190.59,198.7,142.9,93.68,57.25,86.38,72.13,180.13,82.23,126.48,110.86
2018-03-15,275.0,277.05,141.42,252.73,171.53,44.95,70.52,66.62,48.0,106.76,192.5,59.47,156.92,79.12,106.96,143.08,124.02,149.39,79.6,116.63,28.95,76.03,103.66,49.32,124.9,151.02,78.35,158.91,112.38,55.33,163.5,249.0,69.9,85.51,182.8,78.3,350.13,153.13,84.52,85.69,53.05,67.19,96.9,53.11,60.96,59.17,37.66,34.07,93.16,102.45,105.6,62.99,112.95,65.83,85.62,110.24,132.62,112.24,83.45,126.55,66.52,76.48,81.44,75.85,104.36,54.4,88.39,57.5,50.9,197.58,63.9,101.51,66.39,68.69,69.57,100.46,58.31,114.53,165.03,127.91,137.95,36.86,20.38,61.27,45.65,137.73,31.51,141.65,80.79,190.45,198.61,143.1,93.73,57.32,86.32,72.04,179.94,82.39,126.34,110.88
2018-03-16,274.2,277.3,141.66,252.99,171.02,44.89,70.47,66.48,47.85,106.7,193.7,59.34,157.8,79.71,107.22,143.1,124.38,149.29,79.53,116.76,28.87,76.56,103.93,49.21,124.6,151.77,78.3,159.64,112.19,55.22,163.47,249.1,69.61,85.75,182.21,78.31,351.57,153.39,84.58,85.39,53.32,67.31,97.53,53.26,60.69,59.17,37.67,34.04,93.16,102.44,105.18,63.05,113.23,65.62,85.8,110.27,133.58,112.23,83.41,126.67,66.35,76.58,81.4,75.86,104.21,54.43,88.97,57.39,50.93,198.21,63.82,101.51,65.97,69.29,69.51,100.66,58.53,114.54,164.57,127.94,137.62,37.39,20.67,62.1,45.75,138.17,31.62,141.41,80.4,190.51,198.16,143.34,94.54,57.81,86.48,71.8,179.43,82.38,127.61,111.08
2018-03-19,270.49,273.58,139.84,249.61,167.1,44.52,69.9,65.99,47.4,106.59,191.95,58.7,156.28,79.01,106.0,140.92,122.99,146.93,79.47,116.37,28.66,75.9,102.85,48.68,124.87,150.29,78.29,158.0,112.12,54.76,160.94,245.91,68.23,84.69,178.63,78.26,348.34,151.34,84.38,84.01,52.8,66.27,96.54,52.84,59.66,58.87,37.63,33.75,92.39,101.29,103.87,62.29,111.96,64.76,85.45,110.26,132.43,111.76,83.41,124.99,65.51,75.99,81.33,75.06,104.15,54.43,88.09,56.89,50.94,196.27,63.26,101.52,65.63,67.99,68.44,99.17,58.04,113.21,162.59,127.0,136.3,36.54,20.2,60.77,45.41,136.99,31.55,138.94,78.4,188.0,198.69,142.38,93.61,57.44,85.73,71.1,177.37,81.42,126.84,110.44
2018-03-20,270.95,274.06,140.05,250.05,167.65,44.56,69.89,65.98,47.81,106.42,192.12,59.34,156.24,78.99,105.95,141.5,122.93,147.58,79.37,115.96,28.73,75.64,103.23,49.22,124.31,150.42,78.21,158.31,111.95,54.88,161.5,247.1,68.2,84.74,178.81,78.18,348.63,151.54,84.17,84.13,52.87,66.83,96.42,52.9,60.0,58.77,37.52,33.8,92.22,101.4,104.49,62.38,111.88,64.86,85.62,110.26,132.32,111.53,83.38,125.18,65.59,76.25,81.2,75.24,104.04,54.46,88.0,57.07,50.92,196.84,63.44,101.47,65.58,67.98,68.42,98.95,57.73,113.84,163.37,126.61,135.88,37.31,20.61,61.89,45.52,137.29,31.74,138.64,80.18,188.95,200.06,142.79,93.34,57.04,85.38,72.0,177.41,81.12,126.2,109.93
2018-03-21,270.43,273.56,139.93,249.47,166.92,44.67,70.0,66.11,48.07,106.41,192.68,59.67,157.15,79.33,105.89,140.87,123.09,147.13,79.37,115.89,28.72,75.08,103.12,49.51,126.48,151.03,78.25,158.55,112.19,55.05,160.73,246.62,67.79,84.7,178.03,78.22,349.63,151.35,84.13,83.77,52.95,68.58,96.44,52.66,60.08,58.87,37.59,33.88,92.13,101.43,104.41,62.33,112.04,64.77,85.65,110.3,132.86,111.87,83.44,124.97,65.53,76.34,81.18,75.3,104.02,54.41,88.26,57.23,50.92,197.92,63.68,101.52,65.69,69.27,69.36,100.22,57.59,113.92,163.38,124.79,134.39,38.53,21.26,64.04,45.55,137.13,31.74,138.87,80.13,188.34,200.49,143.11,92.68,56.86,84.84,72.15,176.76,80.86,125.74,109.63
2018-03-22,263.67,265.47,135.95,243.27,162.8,43.85,68.7,64.91,46.55,106.61,187.19,57.73,153.35,77.46,102.67,136.8,119.49,143.06,79.5,116.09,27.66,74.64,100.53,47.86,125.98,147.19,78.34,154.35,112.52,53.85,156.02,239.36,66.04,82.56,173.25,78.23,340.86,146.99,84.26,81.36,51.55,67.18,94.03,51.45,59.53,57.55,37.47,33.23,90.21,99.18,102.19,60.55,108.79,63.16,85.14,110.27,129.2,111.54,83.48,121.31,63.94,73.82,81.35,73.54,104.27,54.58,86.01,55.99,50.89,193.16,62.31,101.54,64.61,66.59,67.46,96.7,56.61,111.89,159.81,123.58,133.15,37.6,20.99,62.94,43.97,131.54,31.01,135.73,77.88,184.34,194.1,138.5,91.23,55.88,84.15,70.43,172.53,80.99,125.24,110.04
2018-03-23,258.05,259.83,133.1,238.09,158.51,43.31,67.94,64.18,45.87,106.61,183.45,56.62,150.05,75.79,100.47,133.93,117.01,140.0,79.52,115.72,26.82,73.31,98.9,46.89,127.61,144.37,78.35,151.36,112.58,53.22,152.5,235.13,64.28,80.94,168.63,78.24,334.17,143.9,84.15,79.67,50.55,66.77,92.49,50.7,58.28,57.2,37.43,32.83,88.64,97.29,100.18,59.28,106.61,61.83,84.92,110.31,126.73,111.09,83.5,118.75,62.61,72.74,81.34,72.3,104.31,54.56,84.34,55.35,50.94,188.93,61.55,101.52,63.99,65.09,66.55,94.59,56.0,109.73,156.93,122.33,131.56,37.46,20.91,62.85,42.67,127.49,30.32,132.67,76.63,181.08,194.72,136.36,89.54,55.07,82.7,68.78,168.35,80.0,123.56,108.46
2018-03-26,265.11,267.0,136.61,243.53,164.4,43.92,69.16,65.35,47.16,106.57,187.53,58.47,153.33,77.5,103.24,137.88,119.8,143.82,79.47,116.13,27.69,73.43,101.12,48.41,128.28,147.56,78.3,154.91,112.38,54.16,157.29,241.82,66.72,82.37,175.03,78.21,341.5,147.73,84.16,81.32,51.71,67.97,94.23,51.71,59.11,58.07,37.43,33.44,90.34,99.53,103.14,60.85,109.05,63.49,85.47,110.3,129.33,111.76,83.46,122.01,64.24,74.5,81.25,73.74,104.24,54.57,86.09,56.34,50.92,193.32,62.81,101.54,64.91,66.25,67.64,96.37,56.58,111.83,161.25,124.32,133.37,38.28,21.39,64.19,43.97,131.78,31.02,136.42,78.63,185.47,199.82,139.54,90.58,55.56,83.63,70.92,174.85,80.58,124.85,109.61
2018-03-27,260.6,262.32,134.19,239.31,159.08,43.56,68.65,64.85,46.46,106.88,184.66,57.45,150.36,76.19,101.94,134.69,118.52,140.38,79.74,116.55,27.15,73.71,99.72,47.53,127.49,145.06,78.43,152.74,112.81,53.59,153.5,238.29,64.58,81.44,169.09,78.32,336.38,145.18,84.51,80.36,51.01,67.33,94.14,51.28,59.25,57.38,37.4,33.15,89.83,98.35,101.12,59.77,107.99,62.39,85.39,110.34,127.54,111.93,83.52,119.84,63.12,73.47,81.61,72.76,104.47,54.67,85.24,55.73,50.95,189.05,62.15,101.57,64.52,65.85,67.13,95.38,56.54,110.72,158.18,124.17,133.32,37.31,20.88,63.18,43.23,128.77,30.61,132.01,75.47,183.1,196.66,137.48,91.05,56.09,83.95,68.49,168.59,81.76,126.6,111.16
2018-03-28,259.83,261.62,133.88,238.64,157.25,43.77,69.05,65.16,46.14,106.94,185.02,57.19,150.31,76.29,101.94,133.99,118.49,139.6,79.73,116.86,27.2,75.56,99.79,47.29,125.73,145.15,78.4,152.13,112.81,53.74,152.67,238.28,64.15,81.53,167.42,78.34,337.08,144.79,84.58,80.79,50.94,66.02,94.14,51.42,59.92,57.75,37.49,33.34,90.35,98.23,99.89,59.62,108.08,62.21,85.35,110.32,128.05,112.22,83.53,119.48,62.97,73.22,81.58,72.73,104.52,54.67,85.37,55.92,50.92,188.12,62.24,101.57,64.52,64.32,66.62,94.17,57.01,109.88,156.32,125.21,135.06,36.79,20.6,62.13,43.39,128.64,30.95,132.66,75.5,182.18,195.1,137.06,93.33,57.64,86.24,68.16,166.6,81.98,126.77,111.26
2018-03-29,263.15,265.37,135.72,242.08,160.13,44.25,69.68,65.88,46.98,107.25,187.57,58.4,151.83,77.01,103.18,136.09,119.96,141.88,79.93,117.39,27.57,75.47,101.05,48.28,125.79,146.92,78.44,154.21,113.05,54.37,155.07,241.4,65.42,82.49,171.0,78.43,341.73,146.86,84.84,81.4,51.61,67.41,95.12,51.93,60.68,58.15,37.56,33.71,91.2,99.48,101.29,60.46,109.34,63.08,85.64,110.37,129.42,112.82,83.56,121.21,63.79,74.29,81.77,73.63,104.64,54.73,86.43,56.55,50.93,190.57,63.04,101.55,65.19,66.32,67.61,96.08,57.33,111.48,158.62,126.62,136.12,37.9,21.2,63.56,43.87,130.96,31.02,132.9,76.17,185.01,197.96,139.11,93.3,57.65,86.14,69.41,169.7,82.57,127.45,111.81
2018-04-02,257.47,259.21,132.63,236.48,155.51,43.59,68.72,64.87,46.29,106.9,183.17,57.3,148.13,75.25,100.91,132.8,117.32,138.4,79.72,116.99,26.96,74.45,98.76,47.41,127.26,143.38,78.36,150.71,112.87,53.53,151.32,236.15,63.86,80.64,166.88,78.23,333.64,143.47,84.56,79.55,50.43,66.06,93.47,51.06,59.46,57.38,37.28,33.17,89.33,97.3,98.43,59.06,107.03,61.65,84.96,110.25,126.42,112.23,83.49,118.37,62.36,72.76,81.61,72.17,104.39,54.7,84.61,55.67,50.89,185.51,62.05,101.44,64.31,63.9,66.39,94.0,56.53,108.94,154.05,123.23,132.77,36.72,20.64,61.7,42.86,128.01,30.49,126.24,72.6,180.59,194.97,136.1,91.89,56.96,84.99,67.91,165.85,81.95,126.24,110.84
2018-04-03,260.77,262.58,134.28,239.48,157.26,43.93,69.16,65.33,46.74,106.78,185.7,57.9,150.25,76.38,102.32,134.34,118.93,139.97,79.63,116.68,27.33,75.08,100.09,47.88,126.3,145.24,78.28,152.29,112.8,53.98,153.17,240.15,64.49,81.77,168.39,78.27,338.22,145.27,84.35,80.76,50.99,67.47,94.57,51.61,60.21,57.79,37.14,33.46,90.6,98.47,99.68,59.79,108.48,62.42,85.2,110.25,128.47,112.31,83.45,119.91,63.14,73.77,81.43,72.93,104.3,54.7,85.66,56.19,50.88,187.78,62.59,101.41,64.78,65.41,67.09,95.29,56.84,110.13,156.09,124.61,134.6,37.33,21.06,62.89,43.37,129.69,30.85,127.25,72.81,182.84,197.42,138.2,92.67,57.42,85.86,68.35,167.4,82.33,126.83,111.37
2018-04-04,263.56,265.63,135.79,242.24,159.74,44.03,69.4,65.5,46.89,106.82,187.34,57.94,152.16,77.34,103.51,136.13,120.09,141.63,79.63,116.68,27.62,75.87,101.28,47.9,126.45,146.78,78.28,154.07,112.74,54.07,155.11,242.46,65.39,82.72,170.62,78.33,341.13,146.94,84.38,81.91,51.54,67.38,95.42,52.14,60.27,57.9,37.15,33.53,91.61,99.62,101.51,60.52,109.59,63.14,85.39,110.26,129.56,112.44,83.4,121.27,63.87,74.09,81.46,73.51,104.25,54.7,86.52,56.28,50.87,190.55,62.74,101.45,64.87,65.74,67.04,95.76,57.35,111.89,159.09,126.7,136.68,37.36,21.22,62.78,43.81,131.05,31.04,130.8,75.15,184.18,198.61,138.91,93.71,58.15,86.83,69.63,170.51,82.64,127.06,111.55
2018-04-05,265.64,267.48,136.74,243.99,160.65,44.36,69.86,65.95,46.99,106.67,188.76,58.08,153.42,78.17,104.21,137.08,120.97,142.69,79.52,116.72,27.84,75.84,101.83,48.02,125.8,147.85,78.23,155.1,112.42,54.43,156.08,244.91,65.66,83.25,171.34,78.29,343.75,147.94,84.37,81.85,51.88,68.59,96.24,52.39,60.57,58.44,37.24,33.78,92.13,100.26,102.87,60.91,110.43,63.58,85.46,110.27,130.64,112.4,83.42,122.15,64.32,74.84,81.36,73.9,104.29,54.56,87.17,56.65,50.89,191.75,63.11,101.44,65.06,67.77,67.91,98.01,57.89,112.88,161.33,127.08,137.1,38.1,21.82,64.13,44.09,132.31,31.07,129.68,74.04,185.63,201.56,140.31,93.47,57.85,86.5,69.86,170.81,83.12,128.12,112.45
2018-04-06,259.72,261.57,133.87,238.62,156.63,44.0,69.4,65.44,46.16,106.91,185.01,57.02,150.36,76.76,102.05,133.94,118.5,139.41,79.72,117.07,27.17,75.27,99.6,47.08,126.39,144.99,78.36,151.76,112.87,53.88,152.38,239.13,64.05,81.58,167.2,78.36,337.03,144.79,84.57,79.88,50.79,67.35,94.7,51.49,59.62,58.25,37.2,33.49,90.58,98.14,100.68,59.62,108.22,62.2,85.27,110.27,128.24,112.57,83.49,119.5,62.96,72.77,81.58,72.71,104.39,54.68,85.45,56.06,50.89,187.98,62.46,101.47,64.72,65.59,66.83,95.61,57.4,111.16,157.98,125.84,135.74,37.1,21.35,62.64,43.03,128.88,30.58,125.54,71.77,181.03,196.63,136.48,92.71,57.82,85.89,68.56,167.07,82.5,127.09,111.56
2018-04-09,261.0,262.7,134.32,239.59,157.73,44.38,69.97,66.05,46.12,107.0,185.12,57.1,150.54,76.56,102.43,134.34,118.98,139.88,79.8,117.13,27.32,75.03,99.71,47.13,126.82,145.01,78.37,152.04,112.85,54.24,153.13,239.73,64.55,81.89,168.34,78.38,337.21,145.3,84.62,80.67,50.86,67.67,94.8,51.67,60.15,58.7,37.24,33.79,90.57,98.34,100.44,59.78,108.56,62.42,85.59,110.29,127.97,112.46,83.48,119.95,63.15,72.55,81.64,73.15,104.45,54.69,85.5,56.48,50.89,188.68,62.86,101.46,65.11,66.37,67.05,96.22,57.83,111.42,157.62,126.79,135.59,37.24,21.64,62.92,43.17,129.5,30.54,132.27,75.6,182.75,196.09,136.11,92.43,57.73,85.49,68.97,168.27,83.21,127.32,111.74
2018-04-10,265.15,266.97,136.5,243.54,161.21,44.87,70.72,66.79,46.98,106.92,188.08,58.16,153.38,78.01,104.03,136.73,120.73,142.39,79.66,117.16,27.73,74.95,100.86,48.05,127.12,147.54,78.32,154.42,112.8,54.9,155.87,244.01,66.14,83.24,172.48,78.35,342.54,147.65,84.59,82.03,51.61,69.91,95.72,52.16,60.48,59.44,37.3,34.15,91.53,99.74,101.66,60.8,110.2,63.45,85.9,110.28,130.07,112.28,83.44,121.91,64.21,73.66,81.53,74.23,104.35,54.64,86.62,57.15,50.93,192.28,63.67,101.47,65.75,68.34,68.43,98.53,58.85,112.68,159.59,125.91,136.08,38.71,22.26,65.35,43.85,131.74,30.8,135.58,77.96,186.35,197.86,138.21,92.58,57.72,85.7,70.21,171.79,82.33,126.49,111.11
2018-04-11,263.76,265.52,135.87,242.25,160.28,44.66,70.45,66.47,47.04,107.01,187.85,58.2,153.71,78.14,103.36,136.06,120.19,141.83,79.72,117.24,27.4,75.11,100.34,48.07,128.11,147.63,78.36,153.81,113.13,54.76,154.93,241.88,65.75,82.8,171.77,78.34,342.15,146.95,84.66,81.36,51.45,70.64,95.51,51.92,60.33,59.13,37.3,34.02,91.24,99.39,101.35,60.54,109.67,63.12,85.93,110.29,130.05,112.32,83.44,121.29,63.93,73.12,81.56,73.89,104.37,54.65,86.44,56.98,50.96,192.78,63.51,101.46,65.51,67.52,68.19,97.63,58.32,112.27,158.99,125.91,135.8,39.57,22.58,66.4,43.43,129.98,30.72,135.19,78.3,184.72,198.0,137.29,92.52,57.64,85.75,69.93,171.13,82.15,126.35,110.92
2018-04-12,265.93,267.79,136.97,244.28,162.21,44.83,70.72,66.76,47.03,106.77,188.66,58.18,154.76,78.53,104.33,137.17,121.04,142.81,79.57,116.92,27.88,74.27,101.1,48.05,126.62,148.49,78.28,154.65,112.95,54.9,156.39,244.81,66.54,83.35,173.91,78.29,343.51,148.06,84.53,81.91,51.69,70.63,95.33,52.01,60.23,59.53,37.25,34.14,91.35,99.86,101.79,61.01,110.45,63.64,86.24,110.29,130.68,112.32,83.39,122.28,64.41,74.17,81.38,74.33,104.19,54.61,86.67,57.14,50.94,194.35,63.72,101.47,65.75,68.19,68.71,98.9,58.24,112.83,159.5,125.42,135.58,39.66,22.56,66.3,44.09,132.58,30.92,137.08,80.25,186.47,200.35,139.05,91.34,56.71,84.92,70.98,173.72,81.16,124.77,109.62
2018-04-13,265.15,266.97,136.58,243.6,161.37,44.87,70.79,66.78,46.54,106.8,188.05,57.66,153.95,78.25,103.96,136.8,120.67,142.49,79.63,116.96,27.46,74.66,100.9,47.57,127.45,147.92,78.27,154.11,113.11,54.78,155.93,243.58,66.32,83.18,173.22,78.27,342.48,147.7,84.52,81.87,51.53,71.41,95.58,52.04,60.23,59.58,37.17,34.15,91.26,99.65,101.22,60.84,110.14,63.46,86.29,110.3,130.23,112.41,83.37,121.92,64.23,73.99,81.4,74.13,104.25,54.65,86.5,57.05,50.93,193.07,63.61,101.48,65.89,68.04,68.8,98.84,58.11,113.06,158.71,125.39,136.12,40.08,22.81,67.44,43.55,130.37,30.81,136.26,79.5,186.16,199.58,138.69,91.94,57.14,85.44,70.08,172.0,81.63,125.75,110.34
2018-04-16,267.33,269.19,137.72,245.58,162.6,44.95,70.9,66.88,46.58,106.82,189.99,57.74,155.37,79.12,104.88,137.94,121.62,143.52,79.64,116.97,27.58,75.12,102.12,47.63,127.63,149.31,78.28,155.56,113.01,54.9,157.16,245.62,66.83,83.87,174.42,78.32,345.9,148.88,84.46,82.52,52.01,72.14,96.64,52.57,60.4,59.68,37.24,34.22,92.24,100.61,101.98,61.33,111.1,63.97,86.42,110.3,131.49,112.27,83.36,122.9,64.74,74.73,81.35,74.51,104.3,54.64,87.32,57.16,50.95,194.68,63.73,101.52,66.19,69.04,69.11,100.34,58.58,113.21,159.98,127.05,137.67,40.6,23.1,68.35,43.91,130.79,31.11,135.47,78.42,188.52,201.68,140.33,92.33,57.37,85.82,70.97,173.96,82.72,127.4,111.89
2018-04-17,270.19,272.07,139.17,248.22,166.1,45.18,71.22,67.28,46.62,106.85,191.43,57.82,157.06,79.87,105.54,140.13,122.21,145.81,79.67,116.98,27.58,76.0,102.86,47.73,127.75,150.68,78.26,157.04,113.18,55.15,159.67,247.8,68.07,84.4,178.04,78.32,348.57,150.46,84.51,83.16,52.5,72.42,97.28,53.02,60.63,60.09,37.3,34.4,92.68,101.43,103.88,62.0,111.57,64.67,86.46,110.3,132.26,112.03,83.36,124.23,65.46,75.36,81.41,75.11,104.36,54.71,87.9,57.41,50.97,197.56,64.0,101.52,66.47,70.35,69.92,101.49,58.75,114.58,162.58,127.47,138.04,41.13,23.23,68.89,43.8,130.76,31.13,137.57,80.88,190.7,203.66,141.44,93.53,57.88,86.88,72.85,177.88,83.62,128.65,113.01
2018-04-18,270.39,272.19,139.36,248.36,166.44,45.45,71.59,67.61,46.95,106.55,191.98,58.27,157.48,80.16,105.51,140.34,122.35,146.11,79.41,116.38,27.45,75.84,103.01,48.14,127.85,151.25,78.17,157.55,112.95,55.45,159.89,247.38,67.89,84.29,177.74,78.19,349.75,150.63,84.18,83.23,52.67,73.56,97.14,53.0,61.04,60.28,37.34,34.59,92.53,101.7,104.37,62.08,111.57,64.73,86.37,110.3,132.78,112.03,83.29,124.36,65.55,76.14,81.15,75.4,104.12,54.69,88.21,57.74,50.96,198.08,64.37,101.5,66.88,70.93,70.9,102.32,58.72,115.16,163.43,126.69,137.08,42.03,23.79,70.22,43.78,130.23,31.08,137.47,80.68,192.22,205.41,142.74,93.34,57.72,86.62,73.04,178.65,83.56,128.1,112.61
2018-04-19,268.89,270.72,138.6,247.0,164.91,45.24,71.32,67.37,46.69,106.29,191.04,57.94,156.39,79.53,105.33,139.19,121.99,144.74,79.22,115.94,27.87,74.74,102.39,47.86,127.6,150.28,78.13,156.4,112.77,55.17,158.62,246.57,67.14,83.65,175.65,78.18,347.93,149.79,84.01,82.53,52.31,73.65,96.45,52.62,60.81,60.11,37.31,34.44,91.96,100.99,104.04,61.74,111.3,64.38,86.1,110.31,132.16,111.64,83.29,123.67,65.15,75.93,80.95,74.91,104.0,54.54,87.9,57.49,50.98,196.19,64.09,101.52,66.74,70.68,70.78,101.37,58.47,114.41,162.67,124.18,133.34,42.22,23.83,70.24,44.21,132.29,31.18,135.21,79.41,191.21,205.82,142.25,91.9,56.69,85.34,72.56,177.1,83.05,127.99,112.47
