Date,Open,High,Low,Close,Adj Close,Volume
1980-05-21,3.490000,3.490000,3.490000,3.490000,0.823988,0
1980-05-22,3.540000,3.540000,3.540000,3.540000,0.835793,0
1980-05-23,3.580000,3.580000,3.580000,3.580000,0.845237,0
1980-05-27,3.610000,3.610000,3.610000,3.610000,0.852320,0
1980-05-28,3.620000,3.620000,3.620000,3.620000,0.854681,0
1980-05-29,3.590000,3.590000,3.590000,3.590000,0.847598,0
1980-05-30,3.600000,3.600000,3.600000,3.600000,0.849959,0
1980-06-02,3.600000,3.600000,3.600000,3.600000,0.849959,0
1980-06-03,3.600000,3.600000,3.600000,3.600000,0.849959,0
1980-06-04,3.630000,3.630000,3.630000,3.630000,0.857042,0
1980-06-05,3.640000,3.640000,3.640000,3.640000,0.859403,0
1980-06-06,3.670000,3.670000,3.670000,3.670000,0.866486,0
1980-06-09,3.680000,3.680000,3.680000,3.680000,0.868847,0
1980-06-10,3.710000,3.710000,3.710000,3.710000,0.875930,0
1980-06-11,3.730000,3.730000,3.730000,3.730000,0.880652,0
1980-06-12,3.730000,3.730000,3.730000,3.730000,0.880652,0
1980-06-13,3.740000,3.740000,3.740000,3.740000,0.883013,0
1980-06-16,3.760000,3.760000,3.760000,3.760000,0.887735,0
1980-06-17,3.750000,3.750000,3.750000,3.750000,0.885374,0
1980-06-18,3.740000,3.740000,3.740000,3.740000,0.883013,0
1980-06-19,3.700000,3.700000,3.700000,3.700000,0.873569,0
1980-06-20,3.680000,3.680000,3.680000,3.680000,0.868847,0
1980-06-23,3.680000,3.680000,3.680000,3.680000,0.868847,0
1980-06-24,3.690000,3.690000,3.690000,3.690000,0.871208,0
1980-06-25,3.730000,3.730000,3.730000,3.730000,0.880652,0
1980-06-26,3.720000,3.720000,3.720000,3.720000,0.878291,0
1980-06-27,3.730000,3.730000,3.730000,3.730000,0.880652,0
1980-06-30,3.680000,3.680000,3.680000,3.680000,0.868847,0
1980-07-01,3.710000,3.710000,3.710000,3.710000,0.875930,0
1980-07-02,3.730000,3.730000,3.730000,3.730000,0.880652,0
1980-07-03,3.780000,3.780000,3.780000,3.780000,0.892457,0
1980-07-07,3.840000,3.840000,3.840000,3.840000,0.906623,0
1980-07-08,3.840000,3.840000,3.840000,3.840000,0.906623,0
1980-07-09,3.870000,3.870000,3.870000,3.870000,0.913706,0
1980-07-10,3.880000,3.880000,3.880000,3.880000,0.916067,0
1980-07-11,3.900000,3.900000,3.900000,3.900000,0.920789,0
1980-07-14,3.970000,3.970000,3.970000,3.970000,0.937316,0
1980-07-15,3.990000,3.990000,3.990000,3.990000,0.942038,0
1980-07-16,4.020000,4.020000,4.020000,4.020000,0.949121,0
1980-07-17,4.080000,4.080000,4.080000,4.080000,0.963287,0
1980-07-18,4.110000,4.110000,4.110000,4.110000,0.970370,0
1980-07-21,4.110000,4.110000,4.110000,4.110000,0.970370,0
1980-07-22,4.090000,4.090000,4.090000,4.090000,0.965648,0
1980-07-23,4.090000,4.090000,4.090000,4.090000,0.965648,0
1980-07-24,4.090000,4.090000,4.090000,4.090000,0.965648,0
1980-07-25,4.080000,4.080000,4.080000,4.080000,0.963287,0
